No,性別,年代区分,住居状況区分,家族状況区分,家族人数区分,家族同居区分,年収区分,勤務形態区分,申込経路,申請理由,引上率,審査結果,申請有無
4983,2,20代,2,2,1,1,1,13,3,4,1.15,1,0
4984,1,50代,5,1,3,0,5,02,2,13,2.384615385,1,1
4985,2,20代,2,2,4,1,0,06,3,7,1,4,0
4986,1,40代,5,1,1,2,6,02,2,6,1.375,1,1
4987,2,30代,1,1,2,1,6,02,3,7,1,4,0
4988,2,20代,5,2,1,2,2,02,3,1,1,4,1
4989,1,10代,2,2,3,1,0,06,2,5,1,4,0
4990,1,20代,2,2,1,1,0,06,3,0,1,4,0
4991,2,50代,2,1,4,0,0,04,2,7,1.55,1,0
4992,1,60代,1,1,2,1,9,01,2,16,1,4,0
4993,2,30代,2,1,4,1,3,02,3,7,1.7,1,0
4994,2,30代,2,2,4,1,0,07,3,5,1.028571429,1,0
4995,2,50代,2,1,4,1,0,07,2,2,1.666666667,1,1
4996,1,40代,1,1,4,1,9,02,2,9,1.666666667,1,0
4997,1,20代,5,2,1,2,2,02,3,2,1.55,1,0
4998,2,50代,1,1,4,1,2,07,3,1,1.5,2,1
4999,2,30代,1,1,4,1,2,02,2,2,1.375,1,0
5000,1,50代,1,1,2,1,3,02,3,13,1,4,0
5001,2,30代,1,1,4,1,1,02,2,12,2.625,1,0
5002,1,60代,1,1,2,0,5,01,2,0,2.5,1,0
5003,2,30代,2,2,4,1,1,02,3,1,1,4,0
5004,2,30代,2,2,4,1,1,02,3,1,1,4,0
5005,2,20代,6,2,1,0,3,02,2,7,1.25,1,0
5006,2,40代,2,1,2,1,0,04,3,4,2.2,1,1
5007,1,40代,5,1,3,1,6,02,2,2,1.64,1,1
5008,2,20代,2,2,4,1,2,03,2,6,1.833333333,1,0
5009,1,60代,1,1,2,1,3,02,2,6,3.142857143,1,0
5010,2,50代,5,2,1,2,3,02,2,9,2,1,0
5011,1,60代,1,1,2,1,2,02,2,9,1.130434783,1,0
5012,2,40代,5,1,2,9,3,02,2,9,1.7,1,0
5013,1,50代,2,1,4,1,5,02,3,10,2.875,1,0
5014,2,20代,7,2,2,2,0,06,2,1,1.5,1,0
5015,2,30代,2,1,4,2,0,04,3,10,2.285714286,1,0
5016,2,30代,2,2,4,1,1,12,2,4,1.2,1,1
5017,2,30代,5,1,2,1,9,02,2,10,2.666666667,1,0
5018,1,60代,1,1,2,1,4,02,2,6,1.9,1,0
5019,2,30代,2,2,3,1,1,02,2,9,2.466666667,1,0
5020,1,50代,1,1,4,1,4,01,3,8,3.75,1,0
5021,2,50代,5,1,2,1,2,02,2,1,1,4,1
5022,1,60代,1,1,4,1,3,05,2,2,1.4375,1,0
5023,2,30代,5,1,2,1,2,02,2,6,1.6,1,1
5024,2,20代,2,2,2,1,0,11,2,12,3.5,1,0
5025,2,50代,2,2,3,9,3,02,2,7,1.25,1,0
5026,1,20代,3,2,1,2,3,02,2,2,1.166666667,1,1
5027,1,20代,2,2,4,1,2,02,2,7,1.1,1,0
5028,1,20代,5,2,3,1,0,06,3,6,1.583333333,1,1
5029,1,10代,2,2,3,2,0,06,3,2,1.25,1,0
5030,1,50代,1,1,3,1,5,02,3,13,3.222222222,1,0
5031,2,20代,2,2,4,1,2,02,3,0,1.75,1,0
5032,1,30代,7,2,1,2,2,02,3,6,2.25,1,0
5033,1,50代,1,1,3,1,6,02,3,13,3,1,0
5034,2,50代,2,1,3,1,0,02,3,10,1.792307692,1,0
5035,2,20代,7,2,1,2,1,06,3,1,5,1,0
5036,1,30代,1,1,2,1,3,02,3,0,2.538461538,1,0
5037,2,20代,7,2,2,1,1,02,3,0,1.166666667,2,0
5038,1,50代,1,1,4,1,5,01,3,6,1.461538462,1,1
5040,2,20代,5,2,1,1,2,02,3,6,3,1,0
5041,2,40代,4,1,4,1,2,02,3,1,1.818181818,2,0
5042,1,30代,5,2,1,1,2,02,3,0,1.233333333,1,0
5043,1,50代,1,1,4,1,3,02,3,3,1.625,1,0
5044,2,50代,5,1,2,1,0,04,3,15,2.052631579,1,0
5046,2,50代,1,2,1,1,3,05,2,0,2,1,1
5047,2,60代,2,1,2,1,5,05,2,12,2,1,0
5048,1,30代,5,1,3,1,2,02,2,10,2,1,0
5049,1,40代,1,1,3,2,9,05,3,12,1.538461538,1,0
5051,1,40代,5,1,2,9,3,02,2,0,1.666666667,1,0
5052,2,30代,1,2,1,2,3,02,2,0,1.665,1,0
5053,2,40代,2,1,4,1,0,04,2,6,1.666666667,1,0
5054,2,20代,2,2,1,1,2,02,3,0,1.166666667,1,1
5055,1,40代,3,2,2,1,5,03,2,6,2.1,1,0
5056,2,70代,1,1,2,1,1,01,2,0,2,1,0
5057,2,50代,2,1,3,1,0,04,2,1,2.666666667,1,0
5058,1,60代,1,1,2,1,3,02,2,6,6.875,2,0
5059,2,20代,5,1,4,1,1,02,2,6,4.5,1,0
5060,1,50代,1,1,4,9,9,02,2,12,2.5,1,0
5061,2,70代,1,2,2,1,1,08,2,0,2,1,0
5062,2,40代,5,1,4,1,0,12,2,7,1.166666667,1,1
5063,1,60代,1,1,2,0,3,05,2,0,1.333333333,2,0
5064,2,50代,1,2,1,2,6,02,2,12,3.888888889,1,1
5065,1,60代,1,1,2,1,4,02,3,0,2.25,1,0
5066,1,60代,1,2,1,9,1,05,2,9,1.458333333,1,0
5067,2,30代,5,1,2,1,2,02,3,0,1,4,1
5068,2,20代,7,2,1,2,2,02,2,7,1,4,0
5069,2,40代,2,2,3,1,3,02,2,9,1.083333333,1,0
5070,2,50代,5,1,3,1,3,02,2,12,2,2,0
5071,2,30代,2,1,4,1,2,02,3,11,1.909090909,1,0
5072,1,40代,1,1,4,9,6,02,2,12,1.166666667,1,0
5073,2,50代,1,2,1,1,9,01,2,17,2.666666667,1,0
5074,2,40代,5,1,4,1,4,03,2,6,3.85,1,0
5075,2,50代,6,1,1,1,2,03,2,15,2.5,1,0
5076,1,50代,1,1,4,0,9,01,2,12,1.533333333,1,0
5077,1,40代,2,1,4,9,3,02,2,10,1.954545455,1,0
5078,1,50代,1,1,3,9,9,02,2,3,7.142857143,2,0
5079,1,40代,2,1,4,1,9,02,3,1,3.076923077,2,0
5080,2,50代,1,1,4,1,0,04,2,14,1.0125,1,0
5081,2,40代,1,1,2,1,0,04,2,7,1.65,1,0
5082,2,40代,3,2,2,1,3,02,2,10,1,4,0
5083,2,60代,1,2,2,1,2,02,2,3,1.25,1,0
5084,1,40代,1,1,4,1,8,02,3,8,1,4,0
5085,2,30代,5,2,1,2,3,02,3,2,1.666666667,1,1
5086,2,70代,1,2,1,0,1,08,2,8,4.571428571,1,0
5087,2,20代,2,2,4,1,1,02,3,0,1.875,1,0
5088,2,40代,3,1,3,1,2,01,2,12,2.5,1,0
5089,1,70代,2,1,2,1,1,02,2,0,1.5,2,0
5090,2,70代,2,1,4,9,2,01,2,9,1.5,1,0
5091,2,50代,6,1,4,2,0,04,2,5,1,4,0
5092,2,50代,1,2,1,9,0,11,2,6,2.428571429,1,0
5093,2,40代,2,1,4,1,2,02,3,1,1.875,1,0
5094,1,20代,5,2,1,1,1,02,2,7,1.057142857,1,1
5095,2,20代,2,2,3,1,2,02,3,6,1.5,1,0
5096,1,30代,5,2,3,1,7,02,2,3,2.666666667,1,0
5097,2,40代,2,1,4,1,2,02,2,10,1.0625,1,0
5098,1,70代,1,1,3,1,7,01,2,13,2.5,2,0
5099,1,40代,1,1,4,1,6,02,3,12,1.5,1,0
5100,2,30代,5,1,2,2,3,02,2,11,7.142857143,2,0
5101,1,40代,1,1,3,1,4,02,3,8,1,4,0
5102,2,60代,1,2,2,1,1,08,2,0,1.975,1,0
5103,2,70代,1,2,2,1,2,08,2,14,2.909090909,1,0
5104,1,50代,2,1,4,1,4,02,3,16,1.142857143,1,0
5105,1,70代,1,1,3,1,1,08,2,8,2,1,0
5106,2,60代,2,1,2,1,1,07,2,0,2.4125,1,0
5107,1,20代,7,2,1,2,0,06,2,2,1.35,1,0
5108,1,40代,5,1,2,1,2,02,3,1,2,1,0
5109,1,30代,1,1,4,1,4,02,3,2,2.222222222,2,0
5110,1,20代,2,2,4,1,1,02,3,1,1.571428571,1,0
5111,1,30代,5,1,3,1,2,03,2,8,4,1,1
5112,2,50代,5,2,1,2,3,02,2,3,3.414285714,1,0
5113,1,30代,5,2,1,2,2,02,3,11,6.25,2,0
5114,1,40代,1,1,3,1,4,02,3,0,1,4,0
5115,1,30代,1,1,2,1,4,02,3,3,1.636363636,1,0
5116,2,40代,2,1,3,1,3,02,3,1,1.25,1,0
5117,1,30代,2,2,1,1,4,05,3,12,1.533333333,1,0
5118,1,50代,1,1,2,1,5,02,3,3,2,1,0
5119,2,30代,7,2,1,2,1,12,3,4,1.35,1,0
5120,1,40代,1,1,4,1,5,02,3,0,4.555555556,1,0
5121,2,40代,5,2,1,2,2,02,3,4,1.74,1,0
5122,1,40代,1,1,3,1,3,02,3,6,2,1,0
5123,2,70代,1,1,2,1,2,12,3,0,5,1,0
5124,1,50代,2,1,4,1,7,05,3,12,1.739130435,1,0
5125,2,20代,2,2,4,1,1,02,3,4,1.9,1,1
5126,2,40代,5,1,3,1,3,02,3,10,3.75,1,0
5127,1,10代,2,2,4,1,0,06,3,2,1,4,0
5128,2,50代,4,2,3,1,2,02,3,2,1.416666667,1,0
5129,1,30代,2,2,3,1,2,07,3,1,1,4,0
5130,2,50代,6,1,4,1,0,04,3,0,1.277777778,1,1
5131,2,30代,3,2,1,1,3,02,3,6,2.5,1,0
5132,2,20代,2,2,3,1,2,05,3,6,1,4,1
5133,1,10代,5,2,1,2,0,06,3,2,1,6,0
5135,2,60代,2,1,4,1,1,02,3,3,2,1,0
5136,2,50代,2,1,2,1,3,01,3,12,1.9,1,0
5137,2,40代,2,1,4,1,0,04,3,13,1.125,1,0
5138,1,10代,7,2,1,2,2,03,3,16,1,4,1
5139,2,50代,1,1,2,1,4,02,3,3,7,1,0
5140,2,40代,5,2,1,2,1,02,3,0,1.8,1,0
5141,1,30代,7,2,1,2,2,02,3,5,1.5,1,0
5142,2,30代,5,1,2,1,2,02,3,1,1,4,1
5143,1,10代,2,2,2,1,4,02,3,10,1,4,0
5144,2,80代,1,2,1,1,2,05,2,0,2,2,1
5145,1,50代,1,1,2,1,4,02,2,6,1,4,0
5146,2,40代,1,1,3,1,5,02,2,3,1.333333333,1,0
5147,2,40代,1,1,3,1,5,02,2,3,1.25,1,0
5148,1,30代,2,2,2,1,3,05,2,12,1.5,1,1
5149,1,20代,5,2,1,1,4,02,2,0,1.769230769,1,0
5150,2,40代,1,1,3,1,1,04,2,15,6,1,0
5151,2,50代,1,1,4,1,0,05,2,1,2,1,0
5152,2,50代,2,1,4,1,0,04,2,0,2.25,1,0
5153,1,40代,5,1,2,1,6,01,3,0,1,4,1
5154,2,40代,5,2,2,1,4,02,2,7,1,4,0
5155,2,70代,1,2,1,1,0,08,2,15,2,1,0
5156,2,30代,2,2,9,9,2,02,3,0,1,4,0
5157,2,40代,2,1,4,1,0,04,2,0,3.35,1,0
5158,1,60代,2,1,2,2,4,02,2,15,4,1,0
5159,2,30代,7,2,1,2,2,02,3,2,2.75,1,0
5160,1,60代,1,1,2,1,2,02,2,1,1.923076923,1,1
5161,1,60代,1,1,2,1,3,02,3,6,3.75,2,1
5162,1,50代,1,1,2,1,9,02,2,12,1.580645161,1,0
5163,2,40代,1,1,2,9,4,02,2,8,2.975,1,0
5164,1,30代,1,1,4,1,6,02,2,12,1.625,1,0
5165,1,50代,1,2,1,1,5,01,2,1,1.428571429,1,0
5166,2,40代,5,1,4,9,7,02,2,8,1.95,1,0
5167,2,80代,1,2,1,1,1,08,2,3,2.6,1,0
5168,1,60代,1,2,1,2,9,02,3,1,2.25,1,0
5169,1,20代,7,2,1,2,1,03,3,6,1.666666667,1,0
5170,2,50代,5,2,1,1,2,07,2,1,1,4,0
5171,1,40代,5,1,3,2,5,02,2,4,1,4,1
5172,2,20代,2,2,4,1,1,07,3,1,3,1,0
5173,1,30代,1,2,1,2,4,02,2,7,1,4,0
5174,2,20代,2,2,1,1,2,02,3,1,1.333333333,1,1
5175,2,40代,6,1,3,1,5,02,2,12,1.611111111,1,0
5176,2,70代,2,1,2,1,0,04,2,0,1.816666667,1,0
5177,2,60代,2,1,2,1,2,02,2,13,2.105263158,2,0
5178,2,20代,7,2,3,2,0,06,2,0,1,4,0
5179,2,50代,1,2,2,9,1,05,2,9,2,1,0
5180,2,20代,2,2,4,1,0,06,3,1,1.5,1,1
5181,2,30代,5,2,1,2,9,02,2,12,2,1,1
5182,2,30代,5,2,2,2,2,02,3,0,2.166666667,1,1
5183,1,70代,4,1,2,1,1,08,2,0,5.575,1,1
5184,2,50代,1,1,3,1,0,04,2,10,2,1,0
5185,1,60代,1,1,2,9,5,02,2,10,2.033333333,1,0
5186,2,40代,6,1,4,9,0,04,2,3,2,1,0
5187,1,50代,1,1,2,1,4,02,2,9,1.311111111,1,0
5188,2,70代,2,1,2,9,0,08,2,9,2.428571429,1,0
5189,2,60代,1,1,2,0,2,01,2,7,1.5,1,0
5190,2,70代,2,1,2,1,0,04,2,3,1.5,1,0
5191,2,20代,5,1,2,1,2,02,2,9,2.5,1,0
5193,1,70代,1,1,2,1,2,08,2,14,1.714285714,1,0
5194,2,30代,5,2,1,1,8,01,2,9,1.75,1,1
5195,1,20代,2,2,1,1,0,06,2,0,1.5,1,0
5196,2,20代,5,2,1,2,1,02,2,0,1.714285714,2,0
5197,2,30代,2,2,4,1,1,12,3,7,1.066666667,1,0
5199,1,40代,2,1,4,1,4,02,2,13,2.166666667,1,0
5200,2,20代,3,2,1,2,2,02,3,0,1.714285714,1,0
5201,1,30代,1,1,2,1,3,02,2,3,1.12987013,2,1
5202,2,60代,1,1,2,1,7,01,2,8,1.625,1,0
5203,1,80代,1,2,2,1,1,08,2,3,1.825,1,0
5204,2,60代,2,1,4,1,0,04,2,0,1.444444444,1,0
5205,2,30代,7,1,4,1,1,02,2,7,1.15,1,0
5206,2,20代,2,2,3,1,0,06,3,1,1,4,0
5207,2,40代,5,1,3,1,4,05,2,7,1.777777778,1,0
5208,2,60代,1,1,3,1,0,04,3,15,2.777777778,2,0
5209,1,10代,5,2,3,1,0,06,3,4,1,4,0
5210,2,70代,2,1,2,1,0,04,2,3,2.5,1,0
5211,1,30代,7,2,1,2,1,03,3,3,2.153846154,1,0
5212,2,20代,2,2,4,1,0,06,3,1,2.5,1,0
5213,1,40代,2,2,4,1,3,05,3,12,1,4,1
5216,1,40代,1,1,4,1,7,02,3,0,1.375,1,1
5217,2,20代,2,2,1,1,2,02,3,1,1,4,1
5218,1,40代,1,1,4,1,4,02,3,1,3,1,0
5219,1,20代,2,2,4,1,0,06,3,0,1.428571429,1,0
5220,1,40代,2,1,4,1,7,02,3,0,1.5,1,0
5221,2,20代,2,2,3,1,1,02,3,3,2.444444444,1,0
5222,1,40代,1,1,3,1,4,02,3,13,1,4,0
5223,2,20代,2,2,1,1,2,02,3,1,1,4,1
5224,2,20代,7,1,3,1,2,02,3,3,1.6,1,0
5225,1,10代,7,2,2,2,0,06,3,0,2.8,1,0
5226,2,40代,1,2,1,2,2,02,3,4,1.316666667,1,0
5227,2,40代,5,1,2,1,0,07,3,1,3,1,0
5228,2,30代,1,2,1,2,3,02,3,3,1.666666667,1,0
5229,2,60代,1,1,3,1,0,07,2,1,1.142857143,1,0
5230,1,60代,5,1,3,1,8,05,2,12,2,2,0
5231,1,20代,7,1,2,1,2,03,2,0,2,1,1
5232,2,50代,5,2,1,2,2,02,2,5,1.016666667,1,0
5233,2,60代,5,1,2,1,0,07,2,17,2.6375,1,0
5234,2,50代,2,1,2,1,0,04,2,14,1.916666667,1,0
5235,2,70代,2,1,1,1,2,12,3,14,1.1,1,0
5236,2,50代,7,2,1,9,3,02,2,6,1.614285714,1,0
5237,2,70代,1,2,1,9,0,08,2,15,4.285714286,1,0
5238,2,20代,7,2,1,2,0,06,2,1,2.5,1,0
5239,1,20代,2,2,4,1,0,06,2,1,1.5,1,0
5240,1,60代,2,2,2,1,0,11,2,12,3.333333333,2,0
5241,1,50代,1,1,4,1,6,02,2,12,6.125,1,0
5242,2,20代,5,2,4,2,0,06,2,7,2,1,1
5243,2,20代,2,2,4,1,1,07,2,9,1.166666667,1,0
5244,2,20代,2,2,4,1,3,02,3,17,1.6,1,0
5245,2,40代,5,2,1,2,8,02,2,12,4.571428571,1,0
5246,1,40代,1,1,4,1,5,05,2,12,2.614285714,1,0
5247,1,60代,2,2,2,1,0,11,2,12,4.166666667,2,0
5248,2,80代,1,2,1,9,0,08,2,0,4.25,1,0
5249,1,40代,1,1,4,1,2,05,2,12,1,4,0
5250,2,30代,5,2,1,2,3,02,2,0,3.85,1,0
5251,2,40代,2,2,4,1,1,12,3,4,1.083333333,1,0
5252,2,50代,1,2,2,1,2,02,2,17,1.644444444,1,0
5253,1,60代,1,1,4,9,6,03,2,1,1.285714286,1,0
5254,2,20代,5,2,1,2,1,06,3,7,1,4,0
5255,2,50代,1,2,1,2,2,02,2,6,1.75,1,0
5256,2,60代,1,2,1,1,9,10,2,12,1.333333333,2,0
5257,2,60代,1,2,1,1,9,10,2,12,1,4,0
5258,2,20代,2,2,1,1,2,02,3,1,1,4,1
5259,2,20代,2,2,4,1,0,06,3,0,1.5,1,0
5260,2,30代,1,1,2,1,2,02,2,9,1.1,1,0
5261,1,60代,1,1,2,1,9,01,2,6,2.25,1,0
5262,2,20代,2,2,4,1,1,06,2,7,1.2,1,0
5263,2,20代,5,2,2,1,2,02,2,7,1.1,1,0
5264,2,20代,2,2,4,1,1,06,2,1,1.416666667,1,0
5265,2,40代,2,2,3,1,0,11,2,9,1.125,1,0
5266,1,20代,7,2,1,2,2,02,2,2,1.54,1,0
5267,1,50代,6,1,3,9,6,02,2,12,3.076923077,2,0
5268,2,20代,2,2,4,1,2,02,2,7,1.6,1,0
5269,1,40代,1,1,4,9,7,10,2,0,1.928571429,1,0
5270,2,20代,2,2,3,1,0,06,2,1,1.8,1,0
5271,2,50代,5,1,3,1,1,12,2,7,3.7,1,0
5272,1,20代,7,2,1,2,0,02,2,1,1.166666667,1,1
5273,1,50代,5,2,1,1,4,02,2,12,1.083333333,1,0
5274,1,70代,3,1,4,1,9,01,2,2,2.5,2,0
5275,2,20代,5,1,3,2,1,07,2,7,1,4,1
5276,1,70代,1,1,2,0,2,08,2,0,1.666666667,1,0
5277,2,70代,1,1,2,0,0,04,2,0,1.666666667,1,0
5278,1,20代,2,2,4,1,0,06,3,16,1.525,1,0
5279,2,60代,2,1,2,1,2,05,2,14,2.75,1,0
5280,1,50代,2,1,4,1,6,05,2,0,1.818181818,1,0
5281,2,60代,2,2,3,1,7,10,2,7,3.944444444,1,0
5282,2,30代,5,2,1,2,2,02,2,7,1.166666667,1,0
5283,2,60代,2,1,2,1,4,01,2,8,3.636363636,2,0
5284,2,10代,7,2,1,2,0,06,2,1,2.5,1,0
5285,2,50代,5,2,1,2,9,13,2,12,2.5,2,1
5286,1,40代,1,1,4,1,3,02,2,5,1.0625,1,0
5287,2,30代,5,1,2,2,1,02,2,9,1,4,0
5288,1,70代,1,2,1,1,1,08,2,13,2.5,2,0
5289,2,20代,5,2,1,2,1,02,2,1,1.071428571,1,0
5290,2,50代,1,2,1,2,1,07,3,2,1.5,1,0
5291,2,20代,2,2,3,1,0,06,2,1,2.5,1,0
5292,2,50代,2,1,3,1,0,04,2,12,2.5,2,0
5293,1,20代,3,2,4,1,0,06,3,1,1.5,1,1
5294,1,60代,1,2,1,2,7,02,3,0,3.076923077,2,0
5296,1,20代,7,2,1,2,1,03,3,14,1.35,1,0
5297,1,30代,5,1,4,1,3,02,3,0,1.4,1,0
5298,2,50代,4,2,1,2,4,02,3,1,1,4,0
5300,1,40代,1,1,3,1,5,02,3,13,3.727272727,1,0
5301,1,50代,1,1,2,1,3,02,3,0,1.428571429,1,1
5302,1,20代,3,2,1,2,2,02,3,16,1,4,0
5303,1,30代,2,2,1,0,1,02,3,14,3.5,1,0
5304,1,30代,6,2,1,2,2,03,3,11,3.333333333,2,0
5305,1,30代,3,1,2,1,3,02,3,0,1.918181818,1,0
5306,1,30代,3,2,1,1,2,02,3,11,3.333333333,2,0
5307,2,30代,2,2,2,1,1,12,3,1,2.285714286,1,0
5308,1,20代,3,2,1,2,2,02,3,16,1,4,1
5309,1,30代,6,1,2,2,2,02,3,4,2,1,1
5311,1,20代,5,2,2,2,1,02,3,6,1.5,1,0
5312,2,50代,1,2,1,2,1,08,3,15,2.333333333,1,0
5313,1,20代,2,2,4,1,2,02,3,11,2.6,2,0
5314,1,70代,1,1,2,1,3,02,3,3,2.222222222,2,0
5315,1,20代,2,2,4,1,2,02,3,11,1,4,0
5316,1,60代,1,1,2,1,1,08,3,1,2.333333333,1,0
5317,1,20代,2,2,4,1,2,02,3,11,1,4,0
5318,2,50代,2,1,2,1,0,07,2,6,1.875,1,0
5319,2,40代,1,1,3,1,3,02,2,0,1.12,1,1
5320,1,70代,1,1,4,1,1,08,2,10,3.636363636,2,0
5321,2,50代,2,1,4,1,2,02,2,10,3.5,1,0
5322,2,30代,5,1,2,1,2,02,2,11,6,1,0
5323,1,50代,1,1,4,1,7,01,2,0,1.233333333,1,0
5324,2,40代,5,1,4,1,9,02,2,12,2,2,0
5325,1,40代,7,1,3,1,2,02,2,6,1.6875,1,0
5326,2,50代,5,1,2,1,0,04,2,15,2.666666667,1,0
5327,2,20代,2,2,4,1,0,06,2,4,2.5,1,0
5328,1,70代,1,1,2,1,2,08,2,3,2.666666667,1,0
5329,1,20代,3,2,1,2,2,05,2,10,1.15,1,1
5330,1,30代,7,1,2,1,3,05,2,9,1.4375,1,0
5331,2,20代,5,2,4,2,0,06,3,6,1.5,1,0
5332,1,50代,1,2,1,2,3,02,2,2,1,4,1
5333,2,20代,2,2,1,1,1,12,3,1,1,4,0
5334,2,70代,1,1,2,1,1,08,2,1,1.555555556,1,0
5335,1,20代,7,2,1,1,0,06,2,6,2.25,1,0
5336,2,40代,2,2,1,1,2,02,3,4,2.15,1,0
5337,1,30代,5,1,2,1,6,05,3,12,1,4,0
5338,2,20代,3,1,2,1,0,04,2,7,1.86,1,0
5339,2,40代,2,1,4,1,1,07,2,2,1.333333333,1,0
5340,2,40代,3,1,4,1,5,02,3,6,2.25,1,0
5341,2,50代,1,1,2,1,4,03,3,8,1.5625,1,0
5342,1,20代,5,2,1,2,9,10,3,1,1.111111111,2,1
5343,1,50代,1,2,1,2,2,02,2,12,1.615384615,2,0
5344,1,30代,7,1,3,1,3,02,2,10,1.5,1,1
5345,2,40代,5,2,1,2,4,10,3,1,3.5,1,0
5346,2,20代,2,2,4,1,1,02,2,17,2.1,1,0
5347,1,30代,5,1,2,1,6,02,2,1,1,4,0
5348,2,40代,7,1,4,1,6,05,2,0,1.666666667,1,0
5349,2,30代,3,1,2,1,0,04,3,7,1,6,0
5350,1,30代,5,2,1,1,2,02,2,1,1.833333333,1,0
5351,1,30代,2,1,2,1,3,03,2,11,1.25,1,0
5352,2,20代,2,2,4,1,2,02,2,7,1.25,1,0
5353,1,50代,2,2,1,1,1,05,3,7,1,4,1
5354,2,60代,1,1,2,1,0,04,3,2,2.816666667,1,0
5355,1,50代,3,2,1,1,9,02,2,12,2,2,0
5356,1,20代,2,2,4,1,2,02,2,4,1.85,1,0
5357,2,20代,5,2,1,2,2,02,3,12,1.5,1,1
5358,1,80代,5,1,2,1,3,01,2,1,1,4,0
5359,2,70代,1,2,2,1,0,08,2,8,4,1,0
5360,2,40代,2,2,3,1,3,02,3,5,1,4,0
5361,1,20代,2,1,3,1,0,06,2,0,1.276595745,2,0
5362,2,40代,1,1,4,1,1,05,2,10,1.8,1,1
5363,2,20代,5,2,1,2,1,02,3,16,1.25,1,0
5364,2,70代,2,2,2,1,4,05,3,0,2.5,1,0
5365,2,20代,2,2,4,1,0,06,3,2,1.65,1,0
5366,1,60代,1,1,1,1,5,05,3,13,1.333333333,2,0
5367,2,30代,1,2,1,2,5,02,3,11,2.2,1,0
5368,2,20代,2,2,3,1,2,02,3,0,2.042857143,1,0
5369,2,50代,1,2,1,2,1,07,3,6,1.277777778,1,0
5370,2,20代,2,2,4,1,1,02,3,5,1,4,0
5371,2,40代,5,1,4,1,9,10,3,8,1.5,1,0
5372,1,40代,1,1,2,1,7,02,3,6,1.454545455,1,0
5373,1,40代,4,2,3,0,1,07,3,2,2,1,0
5374,1,30代,5,2,1,2,4,02,3,0,1.142857143,2,0
5375,1,30代,5,2,3,1,1,02,3,12,1,4,1
5376,1,20代,2,2,3,1,0,06,3,4,1,4,1
5377,2,20代,4,2,4,1,1,03,3,4,1.75,1,0
5379,1,50代,1,2,1,2,3,02,3,14,3.727272727,1,0
5380,2,50代,1,1,4,1,6,10,3,10,1.222222222,1,0
5381,1,40代,2,1,3,1,3,02,3,12,2.25,1,1
5382,1,70代,1,1,3,9,1,08,3,3,2,1,0
5383,2,40代,2,1,4,1,0,07,3,10,1,4,0
5384,2,30代,1,1,2,1,1,02,3,3,1.714285714,1,0
5386,2,20代,5,1,2,0,3,02,3,12,2.666666667,1,0
5388,2,40代,5,2,1,2,3,02,3,7,1.333333333,1,0
5389,1,20代,2,2,4,1,0,06,3,0,1.222222222,1,0
5390,1,40代,3,2,4,2,0,02,3,1,1.625,1,0
5391,2,20代,5,2,4,1,0,06,3,1,3.142857143,1,0
5392,2,20代,7,2,4,1,0,06,3,1,1.666666667,2,0
5393,1,40代,7,1,4,1,4,03,3,0,1.4,1,0
5394,2,20代,2,2,3,1,1,02,3,4,2.2,1,0
5395,2,30代,4,2,3,1,1,12,3,4,1.666666667,1,0
5397,1,20代,2,2,2,1,0,06,3,4,1.25,1,1
5398,2,20代,2,2,3,1,0,06,3,1,1,4,0
5400,2,60代,2,2,2,1,2,02,3,6,1,4,0
5401,1,60代,1,1,2,1,2,08,2,18,2.357142857,1,0
5402,1,70代,1,1,2,1,1,05,2,0,2,1,1
5403,2,40代,1,1,4,1,1,12,2,10,1.7,1,1
5404,2,40代,1,1,2,1,3,07,3,13,1,6,0
5405,2,40代,1,1,4,1,1,12,2,6,1.411764706,1,1
5406,2,50代,2,1,4,1,1,02,2,10,2.428571429,1,0
5407,2,70代,4,2,1,1,1,08,2,15,1.769230769,1,0
5408,2,40代,2,2,3,1,1,07,2,7,1.6,2,1
5409,2,20代,2,2,2,1,0,06,2,1,2,1,0
5410,2,30代,5,1,3,1,4,02,2,6,1.52,1,0
5411,2,30代,5,1,2,1,3,02,2,0,1.642857143,1,0
5412,2,60代,1,2,2,1,1,08,2,0,2.833333333,1,0
5413,1,60代,1,1,3,1,4,02,2,0,2.25,1,0
5414,1,20代,2,2,4,1,0,06,2,1,3.333333333,1,0
5415,2,40代,1,1,4,1,2,02,2,14,1.5,1,0
5416,1,40代,1,1,4,1,9,01,2,12,1.333333333,2,0
5417,2,60代,2,1,2,1,0,07,2,5,1.466666667,1,0
5418,2,50代,1,1,2,1,2,02,2,5,1.166666667,1,0
5419,1,50代,1,1,4,1,9,10,2,12,1.373333333,2,1
5420,1,40代,1,1,4,1,4,02,3,6,1.909090909,1,0
5421,1,20代,1,1,2,1,5,02,2,11,1.666666667,2,0
5422,2,20代,2,2,1,1,2,02,3,0,1,4,1
5423,2,20代,2,2,3,1,1,02,3,4,1.060606061,1,0
5424,1,70代,1,1,2,1,1,08,2,0,2.1,1,0
5425,2,20代,2,2,4,1,5,06,2,12,2.25,2,0
5426,2,40代,6,1,4,1,2,02,2,9,2.24,1,0
5427,2,30代,6,1,2,1,1,05,2,7,2.8,1,0
5428,2,20代,5,2,1,2,0,06,3,1,1,4,0
5429,1,20代,2,2,4,1,0,06,3,1,1.1,1,0
